"Mut_ID","BC_ID","Strain","Slope","Intercept","R^2",NA
"185","1","DivAnc","-0.00874172370535712","-5.63099023942857","0.59249252210902"
"185","6601","DivAnc","-0.00725534249358972","-5.77260408869231","0.854435963480682"
"185","21631","DivAnc","-0.00278459522916666","-2.9377887484","0.644965424258368"
"185","21631","L013","-0.006068993175","-2.8476191044","0.938922400161581"
"185","25390","DivAnc","-0.00787016627083333","-4.4804061668","0.703930216390562"
"185","25390","L013","-0.00402584095833335","-3.9785414756","0.525634502208142"
"185","36396","DivAnc","-0.00522539546130948","-5.78515898857143","0.142603188135233"
"185","53497","DivAnc","-0.00959101587499999","-5.572160753","0.645399751041027"
"185","84504","DivAnc","0.000211975383333334","-3.2584032212","0.00471567071923924"
"185","84504","L013","-0.00793985996666666","-3.2160873666","0.991375267924374"
"185","176602","DivAnc","-0.00147878036666667","-3.0328629072","0.707613561207331"
"185","176602","L013","-0.00480501307916667","-3.0636359984","0.706405478872611"
"185","3575","L013","0.00357588945833335","-5.365274881","0.423109932453271"
"185","3575","DivAnc","-0.00505873782440472","-5.8733288785","0.959852358023484"
"648","16","DivAnc","-0.00874172372023807","-5.93202023428571","0.592492523274397"
"648","447","DivAnc","-0.00874172372023807","-5.93202023428571","0.592492523274397"
"648","5237","DivAnc","-0.0144217386488095","-5.59121933857143","0.584123428923467"
"648","7823","DivAnc","-0.00797710186698716","-5.65320571765385","0.688344577098033"
"648","7823","L013","-0.00265265229166667","-5.466304877","0.111933114372687"
"648","8576","DivAnc","-0.00738791646666669","-5.5012789181","0.626138585627534"
"648","21247","DivAnc","0.00102239118750005","-5.81760754383334","0.0261229843689843"
"648","25742","DivAnc","-0.00996275359821428","-5.71856766007143","0.991814146133804"
"648","60673","DivAnc","-0.000207837191666661","-3.101253859","0.0165549107609664"
"648","60673","L013","-0.00268009005","-3.6579995602","0.471014803916733"
"648","137149","DivAnc","-0.00628910688333333","-4.330158715","0.470948874969384"
"648","137149","L013","-0.00339690346250001","-4.3908286756","0.10542685687148"
"648","215773","DivAnc","0.00238969082916666","-2.9444496124","0.809579929410139"
"648","215773","L013","-0.00534389488333332","-3.1071413524","0.9583188842056"
"648","322962","DivAnc","-0.00052295176250001","-3.2778445052","0.566993612423969"
"648","322962","L013","-0.0251686038833333","-3.1761119056","0.938194073824603"
"1012","30","DivAnc","-0.00743537891666666","-3.598953926","0.819433178534728"
"1012","30","L013","-0.0231355293928571","-3.684392655","0.871404913449797"
"1012","1249","DivAnc","-0.00323514583333333","-3.5780900456","0.414062570496921"
"1012","1249","L013","-0.0116345968708333","-3.3236244624","0.833483553153682"
"1012","1629","DivAnc","-0.00815753970833332","-5.632366752","0.377118675037376"
"1012","4532","DivAnc","-0.000940886370833331","-2.9998161772","0.380117988997294"
"1012","4532","L013","-0.00783244020416666","-3.0052014496","0.843918674688901"
"1012","10256","DivAnc","-0.00172243790000001","-3.013182266","0.690615487246749"
"1012","10256","L013","-0.0064162571875","-3.3105596176","0.777731529176972"
"1012","12000","DivAnc","0.00116084375833333","-3.0922281008","0.721236479922821"
"1012","12000","L013","-0.00456025765833333","-3.3920703806","0.504478759170394"
"1012","24235","DivAnc","-0.00916278619166666","-5.6858804828","0.47363576695546"
"1012","24235","L013","-0.000719052593749961","-5.52130829016667","0.0297051351999107"
"1012","46870","DivAnc","-0.00637310497916666","-4.3093968328","0.597631833440056"
"1012","46870","L013","-0.00309692303333331","-4.0061006972","0.105727902661372"
"1012","91794","DivAnc","-0.00462375146666667","-3.7583707432","0.621246701495237"
"1012","91794","L013","-0.0111951733833333","-3.2410267634","0.889016033609914"
"333","38","DivAnc","-0.00926580483333328","-5.555522557","0.807328001170132"
"333","43698","DivAnc","-0.00996275359821428","-5.71856766007143","0.991814146133804"
"333","43698","L013","-0.00251319966666666","-5.4094457408","0.0850713537405084"
"333","58827","DivAnc","-0.0139037918458334","-5.5787886153","0.576581181286967"
"333","58827","L013","-0.0116448061375","-3.6503158356","0.586657817265632"
"333","245704","DivAnc","-0.00668548452500003","-5.8826704936","0.292234942549913"
"333","86176","L013","-0.024067687375","-4.39246531666667","0.69741291394386"
"333","33980","DivAnc","0.00112037220833338","-6.487966838","0.429566728797317"
"333","33980","L013","0.00470587372916669","-5.77373834783333","0.0808835596144063"
"333","3396","L013","-0.00489379119642855","-5.34952514942857","0.581285699426437"
"333","189957","L013","0.00672483233333335","-5.88680002966667","0.134910277515833"
"71","45","DivAnc","0.00115996812500001","-3.170045572","0.769714500091984"
"71","45","L013","-0.00268367513333334","-3.5844825552","0.115858024837823"
"71","1143","DivAnc","-0.000149831933333333","-3.1737666782","0.00634254920503207"
"71","1143","L013","-0.023259917925","-3.5433754726","0.792966727784918"
"71","3827","DivAnc","-0.00639086322916666","-5.77153743133333","0.950474141146976"
"71","7311","DivAnc","-0.0062115281875","-4.2718478172","0.580420698981665"
"71","7311","L013","-0.00608541840000001","-4.3869247404","0.299109408096129"
"71","38803","DivAnc","-0.000802047541666661","-2.9859451292","0.462751111718397"
"71","38803","L013","-0.0056756425","-2.8566283778","0.867218178127921"
"71","48391","DivAnc","-0.0165329969833333","-3.563942644","0.893248901736552"
"71","48391","L013","-0.0126188354732143","-4.74811191907143","0.720392864337272"
"71","292486","DivAnc","-0.00136849984999999","-3.7652904978","0.103536075689025"
"71","292486","L013","-0.00313671512083333","-3.1720309654","0.40105709436156"
"252","49","DivAnc","-0.00518677573333331","-5.84549430055","0.22139287888435"
"252","1132","DivAnc","0.000261279283333332","-2.9015308404","0.0493127439122773"
"252","1132","L013","0.00359731996250001","-2.7942408422","0.667463026563702"
"252","16726","DivAnc","-0.00264617670833334","-5.94729941866667","0.0279608345601874"
"252","27788","DivAnc","-0.00111982775416667","-2.905308713","0.290786042014307"
"252","27788","L013","-0.000436810170833334","-2.9174055882","0.148248195283446"
"252","82338","DivAnc","0.00151188880416666","-3.164378006","0.273751918177281"
"252","82338","L013","-0.0022678140875","-3.229799484","0.50749460764421"
"252","146135","DivAnc","0.000334865212499992","-3.4584206944","0.0117663796103028"
"252","146135","L013","-0.00262028937916666","-4.0910655626","0.185193215376556"
"252","172343","DivAnc","0.000703064358333346","-3.0571330094","0.522177038238831"
"252","172343","L013","-0.00376836199583334","-2.9648446242","0.735073590435699"
"252","272688","DivAnc","-0.00679263675416667","-4.5074075064","0.647672387093932"
"252","272688","L013","-0.00443539545","-4.221063986","0.338468730214296"
"252","4900","DivAnc","-0.00296045463750001","-5.7852832495","0.20317653881672"
"252","46294","DivAnc","-0.0101355497499999","-5.49148251366667","0.578565882704479"
"993","51","DivAnc","-0.0043428008154762","-5.63842510171429","0.251859196465055"
"993","1915","DivAnc","-0.00720975316904761","-5.78463967037143","0.851035379164668"
"993","1927","DivAnc","-0.00724736725416667","-3.8856457934","0.677249606266291"
"993","1927","L013","-0.00320377799583334","-4.3204901356","0.245123042835185"
"993","10702","DivAnc","-0.0062905027628205","-5.72629178161539","0.996954831316295"
"993","32144","DivAnc","-0.00206103299583333","-3.9203677472","0.746474596726978"
"993","53509","DivAnc","0.00300536336666667","-3.3556759826","0.396882710443328"
"993","53509","L013","-0.00553367775416667","-3.0649416926","0.422986943169899"
"340","53","DivAnc","-0.0020896665125","-3.211917367","0.371844365788499"
"340","53","L013","-0.0138698616583333","-3.2257443122","0.959713840846867"
"340","930","DivAnc","-0.00784580110119042","-5.76000309442858","0.302804610023485"
"340","9481","DivAnc","-0.00505267289166665","-4.9637536308","0.630653853570449"
"340","9481","L013","-0.0095556833375","-4.4002779146","0.489543439017833"
"340","23530","DivAnc","0.00338425964166667","-3.9309526058","0.644234062436075"
"340","23530","L013","-0.0222539863","-3.4915415534","0.761777281131728"
"340","78531","DivAnc","-0.0186238024083333","-3.7011150982","0.878038819044416"
"340","78531","L013","-0.0240164068125","-4.0369034675","0.974136020155375"
"340","235857","DivAnc","-0.00720606257916664","-5.5941343724","0.387523376680726"
"266","54","DivAnc","-0.00842907260833331","-5.6073790048","0.82687797495971"
"266","229","DivAnc","-0.00393248409166665","-5.9788455034","0.298966430378535"
"266","387","DivAnc","-0.000307858750000012","-2.805962402","0.126572412205063"
"266","387","L013","-0.0144867141416666","-4.205989199","0.735932723653157"
"266","2280","DivAnc","-0.000895001854166662","-3.3449377696","0.0901620654613558"
"266","2280","L013","-0.0142794860916667","-4.35114922685","0.998972348613927"
"266","18637","DivAnc","-0.00418152925833334","-5.9186395044","0.236848232163372"
"266","42526","DivAnc","-0.00254669642083333","-3.0355606554","0.850106484082432"
"266","42526","L013","-0.0143505670833333","-4.3589281636","0.746598426552141"
"745","231479","DivAnc","-0.00770642623333335","-3.8948523854","0.694049083341954"
"745","231479","L013","-0.00135345880000001","-4.0587004104","0.0338755087258949"
"474","682","DivAnc","-0.00442280634166666","-3.493564578","0.864471050192697"
"474","682","L013","-0.0193701787","-3.9358091989","0.973420771931692"
"474","33933","DivAnc","-0.00160669030416667","-3.4728707988","0.194781761342246"
"474","33933","L013","-0.0218693714208333","-3.8495255916","0.880787612282385"
"474","258660","DivAnc","0.00192304159583334","-3.6607324964","0.525376437791886"
"474","258660","L013","-0.0136351380541667","-4.257611676","0.774825655184705"
"474","303894","DivAnc","-0.000209428220833339","-3.1869069424","0.0889223965548626"
"474","303894","L013","-0.0129822779541666","-4.1319177302","0.679782601769825"
"674","85","DivAnc","-0.00518677573749999","-5.75744867085","0.805730928129199"
"674","55196","DivAnc","-0.00996275359821428","-5.71856766007143","0.991814146133804"
"674","96752","DivAnc","-0.00891763493749993","-5.79678442116667","0.779732805311991"
"674","104205","DivAnc","0.002002649675","-3.5761721844","0.925703909763772"
